operationId,path,verb,description,resource,method,sqlVerb,objectKey,reqPaginationKey,reqPaginationLocation,respPaginationKey,respPaginationLocation
DescribeImage,/#X-Amz-Target=SageMaker.DescribeImage,POST,Describes a SageMaker AI image.,images,describe_image,select,,,,,
DescribeImageVersion,/#X-Amz-Target=SageMaker.DescribeImageVersion,POST,Describes a version of a SageMaker AI image.,image_versions,describe_image_version,select,,,,,
DescribeInferenceComponent,/#X-Amz-Target=SageMaker.DescribeInferenceComponent,POST,Returns information about an inference component.,inference_components,describe_inference_component,select,,,,,
DescribeInferenceExperiment,/#X-Amz-Target=SageMaker.DescribeInferenceExperiment,POST,Returns details about an inference experiment.,inference_experiments,describe_inference_experiment,select,,,,,
DescribeInferenceRecommendationsJob,/#X-Amz-Target=SageMaker.DescribeInferenceRecommendationsJob,POST,Provides the results of the Inference Recommend...,inference_recommendations_jobs,describe_inference_recommendations_job,select,,,,,
DescribeLabelingJob,/#X-Amz-Target=SageMaker.DescribeLabelingJob,POST,Gets information about a labeling job.,labeling_jobs,describe_labeling_job,select,,,,,
DescribeLineageGroup,/#X-Amz-Target=SageMaker.DescribeLineageGroup,POST,Provides a list of properties for the requested...,lineage_groups,describe_lineage_group,select,,,,,
DescribeMlflowApp,/#X-Amz-Target=SageMaker.DescribeMlflowApp,POST,Returns information about an MLflow App.,mlflow_apps,describe_mlflow_app,select,,,,,
DescribeMlflowTrackingServer,/#X-Amz-Target=SageMaker.DescribeMlflowTrackingServer,POST,Returns information about an MLflow Tracking Se...,mlflow_tracking_servers,describe_mlflow_tracking_server,select,,,,,
DescribeModel,/#X-Amz-Target=SageMaker.DescribeModel,POST,Describes a model that you created using the `C...,models,describe_model,select,,,,,
DescribeModelBiasJobDefinition,/#X-Amz-Target=SageMaker.DescribeModelBiasJobDefinition,POST,Returns a description of a model bias job defin...,model_bias_job_definitions,describe_model_bias_job_definition,select,,,,,
DescribeModelCard,/#X-Amz-Target=SageMaker.DescribeModelCard,POST,"Describes the content, creation time, and secur...",model_cards,describe_model_card,select,,,,,
DescribeModelCardExportJob,/#X-Amz-Target=SageMaker.DescribeModelCardExportJob,POST,Describes an Amazon SageMaker Model Card export...,model_card_export_jobs,describe_model_card_export_job,select,,,,,
DescribeModelExplainabilityJobDefinition,/#X-Amz-Target=SageMaker.DescribeModelExplainabilityJobDefinition,POST,Returns a description of a model explainability...,model_explainability_job_definitions,describe_model_explainability_job_definition,select,,,,,
DescribeModelPackage,/#X-Amz-Target=SageMaker.DescribeModelPackage,POST,Returns a description of the specified model pa...,model_packages,describe_model_package,select,,,,,
DescribeModelPackageGroup,/#X-Amz-Target=SageMaker.DescribeModelPackageGroup,POST,Gets a description for the specified model group.,model_package_groups,describe_model_package_group,select,,,,,
DescribeModelQualityJobDefinition,/#X-Amz-Target=SageMaker.DescribeModelQualityJobDefinition,POST,Returns a description of a model quality job de...,model_quality_job_definitions,describe_model_quality_job_definition,select,,,,,
DescribeMonitoringSchedule,/#X-Amz-Target=SageMaker.DescribeMonitoringSchedule,POST,Describes the schedule for a monitoring job.,monitoring_schedules,describe_monitoring_schedule,select,,,,,
DescribeNotebookInstance,/#X-Amz-Target=SageMaker.DescribeNotebookInstance,POST,Returns information about a notebook instance.,notebook_instances,describe_notebook_instance,select,,,,,
DescribeNotebookInstanceLifecycleConfig,/#X-Amz-Target=SageMaker.DescribeNotebookInstanceLifecycleConfig,POST,Returns a description of a notebook instance li...,notebook_instance_lifecycle_configs,describe_notebook_instance_lifecycle_config,select,,,,,
DescribeOptimizationJob,/#X-Amz-Target=SageMaker.DescribeOptimizationJob,POST,Provides the properties of the specified optimi...,optimization_jobs,describe_optimization_job,select,,,,,
DescribePartnerApp,/#X-Amz-Target=SageMaker.DescribePartnerApp,POST,Gets information about a SageMaker Partner AI App.,partner_apps,describe_partner_app,select,,,,,
DescribePipeline,/#X-Amz-Target=SageMaker.DescribePipeline,POST,Describes the details of a pipeline.,pipelines,describe_pipeline,select,,,,,
DescribePipelineDefinitionForExecution,/#X-Amz-Target=SageMaker.DescribePipelineDefinitionForExecution,POST,Describes the details of an execution's pipelin...,pipeline_executions,describe_pipeline_definition_for_execution,select,,,,,
DescribePipelineExecution,/#X-Amz-Target=SageMaker.DescribePipelineExecution,POST,Describes the details of a pipeline execution.,pipeline_execution,describe_pipeline_execution,select,,,,,
DescribeProcessingJob,/#X-Amz-Target=SageMaker.DescribeProcessingJob,POST,Returns a description of a processing job.,processing_jobs,describe_processing_job,select,,,,,
DescribeProject,/#X-Amz-Target=SageMaker.DescribeProject,POST,Describes the details of a project.,projects,describe_project,select,,,,,
DescribeReservedCapacity,/#X-Amz-Target=SageMaker.DescribeReservedCapacity,POST,Retrieves details about a reserved capacity.,reserved_capacity,describe_reserved_capacity,select,,,,,
DescribeSpace,/#X-Amz-Target=SageMaker.DescribeSpace,POST,Describes the space.,spaces,describe_space,select,,,,,
DescribeStudioLifecycleConfig,/#X-Amz-Target=SageMaker.DescribeStudioLifecycleConfig,POST,Describes the Amazon SageMaker AI Studio Lifecy...,studio_lifecycle_configs,describe_studio_lifecycle_config,select,,,,,
DescribeSubscribedWorkteam,/#X-Amz-Target=SageMaker.DescribeSubscribedWorkteam,POST,Gets information about a work team provided by ...,subscribed_workteams,describe_subscribed_workteam,select,,,,,
DescribeTrainingJob,/#X-Amz-Target=SageMaker.DescribeTrainingJob,POST,Returns information about a training job. Some ...,training_jobs,describe_training_job,select,,,,,
DescribeTrainingPlan,/#X-Amz-Target=SageMaker.DescribeTrainingPlan,POST,Retrieves detailed information about a specific...,training_plans,describe_training_plan,select,,,,,
DescribeTransformJob,/#X-Amz-Target=SageMaker.DescribeTransformJob,POST,Returns information about a transform job.,transform_jobs,describe_transform_job,select,,,,,
DescribeTrial,/#X-Amz-Target=SageMaker.DescribeTrial,POST,Provides a list of a trial's properties.,trials,describe_trial,select,,,,,
DescribeTrialComponent,/#X-Amz-Target=SageMaker.DescribeTrialComponent,POST,Provides a list of a trials component's propert...,trial_components,describe_trial_component,select,,,,,
DescribeUserProfile,/#X-Amz-Target=SageMaker.DescribeUserProfile,POST,"Describes a user profile. For more information,...",user_profiles,describe_user_profile,select,,,,,
DescribeWorkforce,/#X-Amz-Target=SageMaker.DescribeWorkforce,POST,"Lists private workforce information, including ...",workforces,describe_workforce,select,,,,,
DescribeWorkteam,/#X-Amz-Target=SageMaker.DescribeWorkteam,POST,Gets information about a specific work team. Yo...,workteams,describe_workteam,select,,,,,
DetachClusterNodeVolume,/#X-Amz-Target=SageMaker.DetachClusterNodeVolume,POST,Detaches your Amazon Elastic Block Store (Amazo...,cluster_nodes,detach_cluster_node_volume,exec,,,,,
DisableSagemakerServicecatalogPortfolio,/#X-Amz-Target=SageMaker.DisableSagemakerServicecatalogPortfolio,POST,Disables using Service Catalog in SageMaker. Se...,servicecatalog_portfolios,disable_sagemaker_servicecatalog_portfolio,exec,,,,,
DisassociateTrialComponent,/#X-Amz-Target=SageMaker.DisassociateTrialComponent,POST,Disassociates a trial component from a trial. T...,trial_components,disassociate_trial_component,exec,,,,,
EnableSagemakerServicecatalogPortfolio,/#X-Amz-Target=SageMaker.EnableSagemakerServicecatalogPortfolio,POST,Enables using Service Catalog in SageMaker. Ser...,servicecatalog_portfolios,enable_sagemaker_servicecatalog_portfolio,exec,,,,,
GetDeviceFleetReport,/#X-Amz-Target=SageMaker.GetDeviceFleetReport,POST,Describes a fleet.,device_fleet_reports,get_device_fleet_report,select,,,,,
GetLineageGroupPolicy,/#X-Amz-Target=SageMaker.GetLineageGroupPolicy,POST,The resource policy for the lineage group.,lineage_group_policies,get_lineage_group_policy,select,,,,,
GetModelPackageGroupPolicy,/#X-Amz-Target=SageMaker.GetModelPackageGroupPolicy,POST,Gets a resource policy that manages access for ...,model_package_group_policies,get_model_package_group_policy,select,,,,,
GetSagemakerServicecatalogPortfolioStatus,/#X-Amz-Target=SageMaker.GetSagemakerServicecatalogPortfolioStatus,POST,Gets the status of Service Catalog in SageMaker...,servicecatalog_portfolios,get_sagemaker_servicecatalog_portfolio_status,select,,,,,
GetScalingConfigurationRecommendation,/#X-Amz-Target=SageMaker.GetScalingConfigurationRecommendation,POST,Starts an Amazon SageMaker Inference Recommende...,inference_recommendations_job,get_scaling_configuration_recommendation,select,,,,,
GetSearchSuggestions,/#X-Amz-Target=SageMaker.GetSearchSuggestions,POST,An auto-complete API for the search functionali...,search_suggestions,get_search_suggestions,select,,,,,
ImportHubContent,/#X-Amz-Target=SageMaker.ImportHubContent,POST,Import hub content.,hub_contents,import_hub_content,exec,,,,,
ListActions,/#X-Amz-Target=SageMaker.ListActions,POST,Lists the actions in your account and their pro...,action_summaries,list_actions,select,$.ActionSummaries,,,,
ListAlgorithms,/#X-Amz-Target=SageMaker.ListAlgorithms,POST,Lists the machine learning algorithms that have...,algorithm_summaries,list_algorithms,select,$.AlgorithmSummaryList,,,,
ListAliases,/#X-Amz-Target=SageMaker.ListAliases,POST,Lists the aliases of a specified image or image...,image_aliases,list_aliases,select,$.SageMakerImageVersionAliases,,,,
ListAppImageConfigs,/#X-Amz-Target=SageMaker.ListAppImageConfigs,POST,Lists the AppImageConfigs in your account and t...,app_image_config_summaries,list_app_image_configs,select,$.AppImageConfigs,,,,
ListApps,/#X-Amz-Target=SageMaker.ListApps,POST,Lists apps.,app_summaries,list_apps,select,$.Apps,,,,
ListArtifacts,/#X-Amz-Target=SageMaker.ListArtifacts,POST,Lists the artifacts in your account and their p...,artifact_summaries,list_artifacts,select,$.ArtifactSummaries,,,,
ListAssociations,/#X-Amz-Target=SageMaker.ListAssociations,POST,Lists the associations in your account and thei...,association_summaries,list_associations,select,$.AssociationSummaries,,,,
ListAutoMLJobs,/#X-Amz-Target=SageMaker.ListAutoMLJobs,POST,Request a list of jobs.,auto_ml_job_summaries,list_auto_ml_jobs,select,$.AutoMLJobSummaries,,,,
ListCandidatesForAutoMLJob,/#X-Amz-Target=SageMaker.ListCandidatesForAutoMLJob,POST,List the candidates created for the job.,auto_ml_job_candidates,list_candidates_for_auto_ml_job,select,$.Candidates,,,,
ListClusterEvents,/#X-Amz-Target=SageMaker.ListClusterEvents,POST,Retrieves a list of event summaries for a speci...,cluster_event_summaries,list_cluster_events,select,$.Events,,,,
ListClusterNodes,/#X-Amz-Target=SageMaker.ListClusterNodes,POST,Retrieves the list of instances (also called _n...,cluster_node_summaries,list_cluster_nodes,select,$.ClusterNodeSummaries,,,,
ListClusterSchedulerConfigs,/#X-Amz-Target=SageMaker.ListClusterSchedulerConfigs,POST,List the cluster policy configurations.,cluster_scheduler_config_summaries,list_cluster_scheduler_configs,select,$.ClusterSchedulerConfigSummaries,,,,
ListClusters,/#X-Amz-Target=SageMaker.ListClusters,POST,Retrieves the list of SageMaker HyperPod clusters.,cluster_summaries,list_clusters,select,$.ClusterSummaries,,,,
ListCodeRepositories,/#X-Amz-Target=SageMaker.ListCodeRepositories,POST,Gets a list of the Git repositories in your acc...,code_repository_summaries,list_code_repositories,select,$.CodeRepositorySummaryList,,,,
ListCompilationJobs,/#X-Amz-Target=SageMaker.ListCompilationJobs,POST,Lists model compilation jobs that satisfy vario...,compilation_job_summaries,list_compilation_jobs,select,$.CompilationJobSummaries,,,,
ListComputeQuotas,/#X-Amz-Target=SageMaker.ListComputeQuotas,POST,List the resource allocation definitions.,compute_quota_summaries,list_compute_quotas,select,$.ComputeQuotaSummaries,,,,
ListContexts,/#X-Amz-Target=SageMaker.ListContexts,POST,Lists the contexts in your account and their pr...,context_summaries,list_contexts,select,$.ContextSummaries,,,,
ListDataQualityJobDefinitions,/#X-Amz-Target=SageMaker.ListDataQualityJobDefinitions,POST,Lists the data quality job definitions in your ...,data_quality_job_definition_summaries,list_data_quality_job_definitions,select,$.JobDefinitionSummaries,,,,
ListDeviceFleets,/#X-Amz-Target=SageMaker.ListDeviceFleets,POST,Returns a list of devices in the fleet.,device_fleet_summaries,list_device_fleets,select,$.DeviceFleetSummaries,,,,
ListDevices,/#X-Amz-Target=SageMaker.ListDevices,POST,A list of devices.,device_summaries,list_devices,select,$.DeviceSummaries,,,,
ListDomains,/#X-Amz-Target=SageMaker.ListDomains,POST,Lists the domains.,domain_summaries,list_domains,select,$.Domains,,,,
ListEdgeDeploymentPlans,/#X-Amz-Target=SageMaker.ListEdgeDeploymentPlans,POST,Lists all edge deployment plans.,edge_deployment_plan_summaries,list_edge_deployment_plans,select,$.EdgeDeploymentPlanSummaries,,,,
ListEdgePackagingJobs,/#X-Amz-Target=SageMaker.ListEdgePackagingJobs,POST,Returns a list of edge packaging jobs.,edge_packaging_job_summaries,list_edge_packaging_jobs,select,$.EdgePackagingJobSummaries,,,,
ListEndpointConfigs,/#X-Amz-Target=SageMaker.ListEndpointConfigs,POST,Lists endpoint configurations.,endpoint_config_summaries,list_endpoint_configs,select,$.EndpointConfigs,,,,
ListEndpoints,/#X-Amz-Target=SageMaker.ListEndpoints,POST,Lists endpoints.,endpoint_summaries,list_endpoints,select,$.Endpoints,,,,
ListExperiments,/#X-Amz-Target=SageMaker.ListExperiments,POST,Lists all the experiments in your account. The ...,experiment_summaries,list_experiments,select,$.ExperimentSummaries,,,,
ListFeatureGroups,/#X-Amz-Target=SageMaker.ListFeatureGroups,POST,List `FeatureGroup`s based on given filter and ...,feature_group_summaries,list_feature_groups,select,$.FeatureGroupSummaries,,,,
ListFlowDefinitions,/#X-Amz-Target=SageMaker.ListFlowDefinitions,POST,Returns information about the flow definitions ...,flow_definition_summaries,list_flow_definitions,select,$.FlowDefinitionSummaries,,,,
ListHubContentVersions,/#X-Amz-Target=SageMaker.ListHubContentVersions,POST,List hub content versions.,hub_content_versions,list_hub_content_versions,select,,,,,
ListHubContents,/#X-Amz-Target=SageMaker.ListHubContents,POST,List the contents of a hub.,hub_content_summaries,list_hub_contents,select,,,,,
ListHubs,/#X-Amz-Target=SageMaker.ListHubs,POST,List all existing hubs.,hub_summaries,list_hubs,select,,,,,
ListHumanTaskUis,/#X-Amz-Target=SageMaker.ListHumanTaskUis,POST,Returns information about the human task user i...,human_task_ui_summaries,list_human_task_uis,select,$.HumanTaskUiSummaries,,,,
ListHyperParameterTuningJobs,/#X-Amz-Target=SageMaker.ListHyperParameterTuningJobs,POST,Gets a list of [HyperParameterTuningJobSummary]...,hyper_parameter_tuning_job_summaries,list_hyper_parameter_tuning_jobs,select,$.HyperParameterTuningJobSummaries,,,,
ListImageVersions,/#X-Amz-Target=SageMaker.ListImageVersions,POST,Lists the versions of a specified image and the...,image_version_summaries,list_image_versions,select,$.ImageVersions,,,,
ListImages,/#X-Amz-Target=SageMaker.ListImages,POST,Lists the images in your account and their prop...,image_summaries,list_images,select,$.Images,,,,
ListInferenceComponents,/#X-Amz-Target=SageMaker.ListInferenceComponents,POST,Lists the inference components in your account ...,inference_component_summaries,list_inference_components,select,$.InferenceComponents,,,,
ListInferenceExperiments,/#X-Amz-Target=SageMaker.ListInferenceExperiments,POST,Returns the list of all inference experiments.,inference_experiment_summaries,list_inference_experiments,select,$.InferenceExperiments,,,,
ListInferenceRecommendationsJobSteps,/#X-Amz-Target=SageMaker.ListInferenceRecommendationsJobSteps,POST,Returns a list of the subtasks for an Inference...,inference_recommendations_job_steps,list_inference_recommendations_job_steps,select,$.Steps,,,,
ListInferenceRecommendationsJobs,/#X-Amz-Target=SageMaker.ListInferenceRecommendationsJobs,POST,Lists recommendation jobs that satisfy various ...,inference_recommendations_job_summaries,list_inference_recommendations_jobs,select,$.InferenceRecommendationsJobs,,,,
ListLabelingJobs,/#X-Amz-Target=SageMaker.ListLabelingJobs,POST,Gets a list of labeling jobs.,labeling_job_summaries,list_labeling_jobs,select,$.LabelingJobSummaryList,,,,
ListLabelingJobsForWorkteam,/#X-Amz-Target=SageMaker.ListLabelingJobsForWorkteam,POST,Gets a list of labeling jobs assigned to a spec...,labeling_jobs_for_workteam,list_labeling_jobs_for_workteam,select,$.LabelingJobSummaryList,,,,
ListLineageGroups,/#X-Amz-Target=SageMaker.ListLineageGroups,POST,A list of lineage groups shared with your Amazo...,lineage_group_summaries,list_lineage_groups,select,$.LineageGroupSummaries,,,,
ListMlflowApps,/#X-Amz-Target=SageMaker.ListMlflowApps,POST,Lists all MLflow Apps,mlflow_app_summaries,list_mlflow_apps,select,$.Summaries,,,,
ListMlflowTrackingServers,/#X-Amz-Target=SageMaker.ListMlflowTrackingServers,POST,Lists all MLflow Tracking Servers.,mlflow_tracking_server_summaries,list_mlflow_tracking_servers,select,$.TrackingServerSummaries,,,,
ListModelBiasJobDefinitions,/#X-Amz-Target=SageMaker.ListModelBiasJobDefinitions,POST,Lists model bias jobs definitions that satisfy ...,model_bias_job_definition_summaries,list_model_bias_job_definitions,select,$.JobDefinitionSummaries,,,,
ListModelCardExportJobs,/#X-Amz-Target=SageMaker.ListModelCardExportJobs,POST,List the export jobs for the Amazon SageMaker M...,model_card_export_job_summaries,list_model_card_export_jobs,select,$.ModelCardExportJobSummaries,,,,
ListModelCardVersions,/#X-Amz-Target=SageMaker.ListModelCardVersions,POST,List existing versions of an Amazon SageMaker M...,model_card_versions,list_model_card_versions,select,$.ModelCardVersionSummaryList,,,,
ListModelCards,/#X-Amz-Target=SageMaker.ListModelCards,POST,List existing model cards.,model_card_summaries,list_model_cards,select,$.ModelCardSummaries,,,,
ListModelExplainabilityJobDefinitions,/#X-Amz-Target=SageMaker.ListModelExplainabilityJobDefinitions,POST,Lists model explainability job definitions that...,model_explainability_job_definition_summaries,list_model_explainability_job_definitions,select,$.JobDefinitionSummaries,,,,
ListModelMetadata,/#X-Amz-Target=SageMaker.ListModelMetadata,POST,"Lists the domain, framework, task, and model na...",model_metadata,list_model_metadata,select,$.ModelMetadataSummaries,,,,
ListModelPackageGroups,/#X-Amz-Target=SageMaker.ListModelPackageGroups,POST,Gets a list of the model groups in your Amazon ...,model_package_group_summaries,list_model_package_groups,select,$.ModelPackageGroupSummaryList,,,,
ListModelPackages,/#X-Amz-Target=SageMaker.ListModelPackages,POST,Lists the model packages that have been created.,model_package_summaries,list_model_packages,select,$.ModelPackageSummaryList,,,,
ListModelQualityJobDefinitions,/#X-Amz-Target=SageMaker.ListModelQualityJobDefinitions,POST,Gets a list of model quality monitoring job def...,model_quality_job_definition_summaries,list_model_quality_job_definitions,select,$.JobDefinitionSummaries,,,,
ListModels,/#X-Amz-Target=SageMaker.ListModels,POST,Lists models created with the `CreateModel` API.,model_summaries,list_models,select,$.Models,,,,
ListMonitoringAlertHistory,/#X-Amz-Target=SageMaker.ListMonitoringAlertHistory,POST,Gets a list of past alerts in a model monitorin...,monitoring_alert_history,list_monitoring_alert_history,select,$.MonitoringAlertHistory,,,,
ListMonitoringAlerts,/#X-Amz-Target=SageMaker.ListMonitoringAlerts,POST,Gets the alerts for a single monitoring schedule.,monitoring_alert_summaries,list_monitoring_alerts,select,$.MonitoringAlertSummaries,,,,
ListMonitoringExecutions,/#X-Amz-Target=SageMaker.ListMonitoringExecutions,POST,Returns list of all monitoring job executions.,monitoring_executions,list_monitoring_executions,select,$.MonitoringExecutionSummaries,,,,
ListMonitoringSchedules,/#X-Amz-Target=SageMaker.ListMonitoringSchedules,POST,Returns list of all monitoring schedules.,monitoring_schedule_summaries,list_monitoring_schedules,select,$.MonitoringScheduleSummaries,,,,
ListNotebookInstanceLifecycleConfigs,/#X-Amz-Target=SageMaker.ListNotebookInstanceLifecycleConfigs,POST,Lists notebook instance lifestyle configuration...,notebook_instance_lifecycle_config_summaries,list_notebook_instance_lifecycle_configs,select,$.NotebookInstanceLifecycleConfigs,,,,
ListNotebookInstances,/#X-Amz-Target=SageMaker.ListNotebookInstances,POST,Returns a list of the SageMaker AI notebook ins...,notebook_instance_summaries,list_notebook_instances,select,$.NotebookInstances,,,,
ListOptimizationJobs,/#X-Amz-Target=SageMaker.ListOptimizationJobs,POST,Lists the optimization jobs in your account and...,optimization_job_summaries,list_optimization_jobs,select,$.OptimizationJobSummaries,,,,
ListPartnerApps,/#X-Amz-Target=SageMaker.ListPartnerApps,POST,Lists all of the SageMaker Partner AI Apps in a...,partner_app_summaries,list_partner_apps,select,$.Summaries,,,,
ListPipelineExecutionSteps,/#X-Amz-Target=SageMaker.ListPipelineExecutionSteps,POST,Gets a list of `PipeLineExecutionStep` objects.,pipeline_execution_steps,list_pipeline_execution_steps,select,$.PipelineExecutionSteps,,,,
ListPipelineExecutions,/#X-Amz-Target=SageMaker.ListPipelineExecutions,POST,Gets a list of the pipeline executions.,pipeline_execution_summaries,list_pipeline_executions,select,$.PipelineExecutionSummaries,,,,
ListPipelineParametersForExecution,/#X-Amz-Target=SageMaker.ListPipelineParametersForExecution,POST,Gets a list of parameters for a pipeline execut...,pipeline_execution_parameters,list_pipeline_parameters_for_execution,select,$.PipelineParameters,,,,
ListPipelineVersions,/#X-Amz-Target=SageMaker.ListPipelineVersions,POST,Gets a list of all versions of the pipeline.,pipeline_version_summaries,list_pipeline_versions,select,$.PipelineVersionSummaries,,,,
ListPipelines,/#X-Amz-Target=SageMaker.ListPipelines,POST,Gets a list of pipelines.,pipeline_summaries,list_pipelines,select,$.PipelineSummaries,,,,
ListProcessingJobs,/#X-Amz-Target=SageMaker.ListProcessingJobs,POST,Lists processing jobs that satisfy various filt...,processing_job_summaries,list_processing_jobs,select,$.ProcessingJobSummaries,,,,
ListProjects,/#X-Amz-Target=SageMaker.ListProjects,POST,Gets a list of the projects in an Amazon Web Se...,project_summaries,list_projects,select,,,,,
ListResourceCatalogs,/#X-Amz-Target=SageMaker.ListResourceCatalogs,POST,Lists Amazon SageMaker Catalogs based on given ...,resource_catalogs,list_resource_catalogs,select,$.ResourceCatalogs,,,,
ListSpaces,/#X-Amz-Target=SageMaker.ListSpaces,POST,Lists spaces.,space_summaries,list_spaces,select,$.Spaces,,,,
ListStageDevices,/#X-Amz-Target=SageMaker.ListStageDevices,POST,"Lists devices allocated to the stage, containin...",edge_deployment_stage_devices,list_stage_devices,select,$.DeviceDeploymentSummaries,,,,
ListStudioLifecycleConfigs,/#X-Amz-Target=SageMaker.ListStudioLifecycleConfigs,POST,Lists the Amazon SageMaker AI Studio Lifecycle ...,studio_lifecycle_config_summaries,list_studio_lifecycle_configs,select,$.StudioLifecycleConfigs,,,,
ListSubscribedWorkteams,/#X-Amz-Target=SageMaker.ListSubscribedWorkteams,POST,Gets a list of the work teams that you are subs...,subscribed_workteam_summaries,list_subscribed_workteams,select,$.SubscribedWorkteams,,,,
ListTags,/#X-Amz-Target=SageMaker.ListTags,POST,Returns the tags for the specified SageMaker re...,tags,list_tags,select,$.Tags,,,,
ListTrainingJobs,/#X-Amz-Target=SageMaker.ListTrainingJobs,POST,Lists training jobs. When `StatusEquals` and `M...,training_job_summaries,list_training_jobs,select,$.TrainingJobSummaries,,,,
ListTrainingJobsForHyperParameterTuningJob,/#X-Amz-Target=SageMaker.ListTrainingJobsForHyperParameterTuningJob,POST,Gets a list of [TrainingJobSummary](https://doc...,hyper_parameter_tuning_job_training_jobs,list_training_jobs_for_hyper_parameter_tuning_job,select,$.TrainingJobSummaries,,,,
ListTrainingPlans,/#X-Amz-Target=SageMaker.ListTrainingPlans,POST,Retrieves a list of training plans for the curr...,training_plan_summaries,list_training_plans,select,$.TrainingPlanSummaries,,,,
ListTransformJobs,/#X-Amz-Target=SageMaker.ListTransformJobs,POST,Lists transform jobs.,transform_job_summaries,list_transform_jobs,select,$.TransformJobSummaries,,,,
ListTrialComponents,/#X-Amz-Target=SageMaker.ListTrialComponents,POST,Lists the trial components in your account. You...,trial_component_summaries,list_trial_components,select,$.TrialComponentSummaries,,,,
ListTrials,/#X-Amz-Target=SageMaker.ListTrials,POST,Lists the trials in your account. Specify an ex...,trial_summaries,list_trials,select,$.TrialSummaries,,,,
ListUltraServersByReservedCapacity,/#X-Amz-Target=SageMaker.ListUltraServersByReservedCapacity,POST,Lists all UltraServers that are part of a speci...,ultra_servers,list_ultra_servers_by_reserved_capacity,select,$.UltraServers,,,,
ListUserProfiles,/#X-Amz-Target=SageMaker.ListUserProfiles,POST,Lists user profiles.,user_profile_summaries,list_user_profiles,select,$.UserProfiles,,,,
ListWorkforces,/#X-Amz-Target=SageMaker.ListWorkforces,POST,Use this operation to list all private and vend...,workforce_summaries,list_workforces,select,$.Workforces,,,,
ListWorkteams,/#X-Amz-Target=SageMaker.ListWorkteams,POST,Gets a list of private work teams that you have...,workteam_summaries,list_workteams,select,$.Workteams,,,,
PutModelPackageGroupPolicy,/#X-Amz-Target=SageMaker.PutModelPackageGroupPolicy,POST,Adds a resouce policy to control access to a mo...,model_package_group_policies,put_model_package_group_policy,replace,,,,,
QueryLineage,/#X-Amz-Target=SageMaker.QueryLineage,POST,Use this action to inspect your lineage and dis...,lineage_groups,query_lineage,exec,,,,,
RegisterDevices,/#X-Amz-Target=SageMaker.RegisterDevices,POST,Register devices.,devices,register_devices,exec,,,,,
RenderUiTemplate,/#X-Amz-Target=SageMaker.RenderUiTemplate,POST,Renders the UI template so that you can preview...,human_task_uis,render_ui_template,exec,,,,,
RetryPipelineExecution,/#X-Amz-Target=SageMaker.RetryPipelineExecution,POST,Retry the execution of the pipeline.,pipeline_executions,retry_pipeline_execution,exec,,,,,
Search,/#X-Amz-Target=SageMaker.Search,POST,Finds SageMaker resources that match a search q...,search_results,search,exec,$.Results,,,,
SearchTrainingPlanOfferings,/#X-Amz-Target=SageMaker.SearchTrainingPlanOfferings,POST,Searches for available training plan offerings ...,training_plan_offerings,search_training_plan_offerings,exec,,,,,
SendPipelineExecutionStepFailure,/#X-Amz-Target=SageMaker.SendPipelineExecutionStepFailure,POST,Notifies the pipeline that the execution of a c...,pipeline_executions,send_pipeline_execution_step_failure,exec,,,,,
SendPipelineExecutionStepSuccess,/#X-Amz-Target=SageMaker.SendPipelineExecutionStepSuccess,POST,Notifies the pipeline that the execution of a c...,pipeline_executions,send_pipeline_execution_step_success,exec,,,,,
StartEdgeDeploymentStage,/#X-Amz-Target=SageMaker.StartEdgeDeploymentStage,POST,Starts a stage in an edge deployment plan.,edge_deployment_stages,start_edge_deployment_stage,exec,,,,,
StartInferenceExperiment,/#X-Amz-Target=SageMaker.StartInferenceExperiment,POST,Starts an inference experiment.,inference_experiments,start_inference_experiment,exec,,,,,
StartMlflowTrackingServer,/#X-Amz-Target=SageMaker.StartMlflowTrackingServer,POST,Programmatically start an MLflow Tracking Server.,mlflow_tracking_servers,start_mlflow_tracking_server,exec,,,,,
StartMonitoringSchedule,/#X-Amz-Target=SageMaker.StartMonitoringSchedule,POST,Starts a previously stopped monitoring schedule...,monitoring_schedules,start_monitoring_schedule,exec,,,,,
StartNotebookInstance,/#X-Amz-Target=SageMaker.StartNotebookInstance,POST,Launches an ML compute instance with the latest...,notebook_instances,start_notebook_instance,exec,,,,,
StartPipelineExecution,/#X-Amz-Target=SageMaker.StartPipelineExecution,POST,Starts a pipeline execution.,pipeline_executions,start_pipeline_execution,exec,,,,,
StartSession,/#X-Amz-Target=SageMaker.StartSession,POST,Initiates a remote connection session between a...,sessions,start_session,exec,,,,,
StopAutoMLJob,/#X-Amz-Target=SageMaker.StopAutoMLJob,POST,A method for forcing a running job to shut down.,auto_ml_jobs,stop_auto_ml_job,exec,,,,,
StopCompilationJob,/#X-Amz-Target=SageMaker.StopCompilationJob,POST,"Stops a model compilation job. To stop a job, A...",compilation_jobs,stop_compilation_job,exec,,,,,
StopEdgeDeploymentStage,/#X-Amz-Target=SageMaker.StopEdgeDeploymentStage,POST,Stops a stage in an edge deployment plan.,edge_deployment_stages,stop_edge_deployment_stage,exec,,,,,
StopEdgePackagingJob,/#X-Amz-Target=SageMaker.StopEdgePackagingJob,POST,Request to stop an edge packaging job.,edge_packaging_jobs,stop_edge_packaging_job,exec,,,,,
